department,education,fullName,gender,eligibleOverTime,active,martialStatus,jobRole,attritionDescription,businessTravel,stockOptionLevel,birthdate,distancefromhome,environmentSatisfaction,GrossMonthlyRate,jobInvolvement,jobLevel,jobSatisfaction,netHourlyRate,numPreviousCompanies,percentSalaryHike,performanceRating,relationshipSatisfaction,totalWorkingYears,trainingTimesLY,worklifeBalance,yearsAtCompany,yearsCurrentRole,yearsSinceLastPromotion,yearsCurrManager,Date Recrutement,Date Exit
R&D,Associates Degree,Paul Brown,Female,1,0,Single,Research Scientist,Not enough career opportunities ,Travel_Rarely,None,19950124,1,1,3872,1,1,2,67,7,13,3,4,10,4,3,7,7,3,7,7/5/2012 0:00,7/4/2019 0:00
R&D,Associates Degree,Peter Drake,Male,0,1,Married,Manager,Not enough career opportunities ,Travel_Rarely,None,19810707,4,3,4933,3,5,4,58,1,11,3,4,22,3,3,22,17,11,15,4/3/2001 0:00,
R&D,Associates Degree,Phillip Williams,Male,0,1,Married,Laboratory Technician,Poor job satisfaction and pay,Non-Travel,None,19781205,4,3,23163,3,2,2,57,1,12,3,2,9,5,2,9,7,0,8,3/31/2014 0:00,
R&D,Associates Degree,Phyllida Larratt,Male,0,1,Married,Manager,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19740819,4,1,12124,2,5,3,85,2,13,3,3,23,2,4,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Pierette Kuschek,Female,1,0,Married,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,19940731,1,2,6689,2,1,1,36,1,11,3,4,1,1,3,1,0,0,0,1/17/2014 0:00,1/17/2015 0:00
R&D,Associates Degree,Rachel Smith,Female,0,1,Divorced,Manufacturing Director,Poor job satisfaction and pay,Travel_Frequently,High,19870711,4,4,9192,3,2,2,97,7,13,3,2,18,3,3,4,2,0,2,3/30/2019 0:00,
R&D,Associates Degree,Raeann Matteo,Male,0,1,Married,Laboratory Technician,Poor workplace culture,Non-Travel,None,19780218,4,3,23163,3,2,2,57,1,12,3,2,9,5,2,9,7,0,8,3/31/2014 0:00,
R&D,Associates Degree,Regina Wiley,Female,1,0,Single,Research Scientist,Poor job satisfaction and pay,Travel_Frequently,None,19920114,5,1,15318,4,1,3,47,3,14,3,1,8,2,3,4,1,0,3,,
R&D,Associates Degree,Reginald Case,Male,0,0,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Low,19671220,7,4,3666,3,1,3,72,8,11,3,4,14,4,1,10,9,9,8,8/5/2007 0:00,8/2/2017 0:00
R&D,Associates Degree,Reginald Gonzalez,Male,0,1,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Frequently,Low,19820108,5,2,9260,3,1,3,97,4,17,3,4,8,4,3,2,2,2,0,3/29/2021 0:00,
R&D,Associates Degree,Rick Payne,Female,0,1,Married,Manager,Lack of employee motivation,Travel_Rarely,None,19711207,4,4,10310,3,4,4,30,2,13,3,4,31,2,1,5,2,1,4,3/30/2018 0:00,
R&D,Associates Degree,Ricky Gibbs,Female,1,1,Married,Research Scientist,Not fitting in and feeling a sense of belonging,Non-Travel,None,20010726,26,2,10293,2,1,3,85,1,14,3,2,4,2,2,4,2,1,3,3/30/2019 0:00,
R&D,Associates Degree,Robers Awcock,Male,0,1,Divorced,Manufacturing Director,Lack of employee motivation,Travel_Frequently,Medium,19970119,10,4,4809,3,3,1,32,1,21,4,3,9,4,2,9,7,1,7,3/31/2014 0:00,
R&D,Associates Degree,Robert Cobb,Male,0,1,Divorced,Laboratory Technician,Poor workplace culture,Travel_Rarely,High,19991207,21,3,10036,2,1,1,57,0,14,3,2,2,3,3,1,1,0,0,3/29/2022 0:00,
R&D,Associates Degree,Robert Dudley,Male,0,0,Single,Healthcare Representative,Not enough career opportunities ,Non-Travel,None,19951010,24,2,12355,2,3,1,72,1,12,3,1,10,2,2,10,7,1,9,5/30/2005 0:00,5/28/2015 0:00
R&D,Associates Degree,Robert Kim,Male,0,1,Single,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,None,20040901,9,3,7172,3,1,1,54,1,25,4,3,1,4,3,1,1,0,0,3/29/2022 0:00,
R&D,Associates Degree,Robert Steele,Female,0,1,Married,Manufacturing Director,Poor workplace culture,Travel_Rarely,Medium,19780123,25,2,23888,2,2,4,93,0,13,3,4,10,2,2,9,8,3,8,3/31/2014 0:00,
R&D,Associates Degree,Robin Williams,Male,0,0,Single,Laboratory Technician,Lack of employee motivation,Travel_Frequently,None,19920115,29,3,11652,2,1,2,71,0,11,3,2,6,2,4,5,4,1,4,3/5/2014 0:00,3/4/2019 0:00
R&D,Associates Degree,Robyn Leon,Male,1,1,Married,Healthcare Representative,Poor job satisfaction and pay,Travel_Frequently,Low,19970808,11,1,22722,3,2,1,60,1,13,3,3,5,3,3,5,3,3,3,3/30/2018 0:00,
R&D,Associates Degree,Rodney Lindenman,Male,1,1,Married,Healthcare Representative,Not enough career opportunities ,Travel_Rarely,None,19921212,11,3,17089,3,2,1,80,1,12,3,4,6,2,2,6,5,0,1,3/30/2017 0:00,
R&D,Associates Degree,Ronald Thomas DDS,Male,0,1,Divorced,Manufacturing Director,Poor job satisfaction and pay,Travel_Frequently,Medium,19970104,10,4,4809,3,3,1,32,1,21,4,3,9,4,2,9,7,1,7,3/31/2014 0:00,
R&D,Associates Degree,Rosy Simmell,Female,0,1,Married,Research Director,Poor job satisfaction and pay,Travel_Rarely,Low,19850309,25,1,26707,2,3,2,81,3,17,3,3,19,2,3,10,8,0,1,3/31/2013 0:00,
R&D,Associates Degree,Rowen Goble,Male,1,1,Divorced,Research Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19850112,15,3,15682,2,3,4,92,0,14,3,2,12,3,3,11,10,2,9,3/31/2012 0:00,
R&D,Associates Degree,Roy Deyenhardt,Female,0,1,Divorced,Research Scientist,Poor work-life balance,Travel_Rarely,Medium,19801010,2,4,21923,4,1,3,72,1,12,3,4,6,3,2,5,3,1,4,3/30/2018 0:00,
R&D,Associates Degree,Ruddie Still,Male,0,1,Married,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,Low,19921118,1,4,16193,2,1,1,98,1,12,3,3,4,3,3,4,2,3,2,3/30/2019 0:00,
R&D,Associates Degree,Rudy Kenwood,Male,0,1,Divorced,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,19950211,17,3,13535,3,2,1,79,1,12,3,4,10,2,3,10,0,1,8,3/31/2013 0:00,
R&D,Associates Degree,Rurik Christoffels,Male,0,1,Married,Healthcare Representative,Poor work-life balance,Non-Travel,Low,19840107,25,3,3449,3,3,3,71,3,21,4,2,13,2,3,6,4,0,5,3/30/2017 0:00,
R&D,Associates Degree,Ryon Spragg,Female,0,1,Married,Healthcare Representative,Not fitting in and feeling a sense of belonging,Travel_Frequently,Low,19830926,2,3,9931,4,2,2,38,1,24,4,4,8,2,3,8,7,3,7,3/31/2015 0:00,
R&D,Associates Degree,Samuel Thompson,Male,1,1,Married,Healthcare Representative,Poor workplace culture,Travel_Rarely,None,19920717,11,3,17089,3,2,1,80,1,12,3,4,6,2,2,6,5,0,1,3/30/2017 0:00,
R&D,Associates Degree,Sara Smith,Male,0,1,Married,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,None,19870112,19,2,10227,3,1,2,73,4,21,4,1,8,1,3,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Sarah Fuller,Male,0,1,Divorced,Healthcare Representative,Poor job satisfaction and pay,Travel_Frequently,High,19900429,7,4,18079,3,2,3,36,1,20,4,3,9,2,3,9,7,2,8,3/31/2014 0:00,
R&D,Associates Degree,Scott Newman,Female,0,1,Divorced,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Low,19871210,3,1,2561,3,1,4,39,5,22,4,1,7,2,3,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Scott Shaffer,Male,0,1,Married,Manager,Lack of employee motivation,Travel_Rarely,Low,19740619,4,1,12124,2,5,3,85,2,13,3,3,23,2,4,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Sean Estes,Male,1,1,Divorced,Healthcare Representative,Lack of employee motivation,Non-Travel,None,19830702,8,4,8841,3,2,4,72,3,18,3,3,8,2,3,2,2,2,2,3/29/2021 0:00,
R&D,Associates Degree,Sheppard Geffe,Male,0,1,Single,Research Scientist,Lack of employee motivation,Travel_Rarely,None,20020912,3,4,10531,2,1,3,100,1,17,3,1,3,4,4,3,2,1,0,3/29/2020 0:00,
R&D,Associates Degree,Sherry Morales,Female,0,1,Married,Research Scientist,Not enough career opportunities ,Travel_Rarely,Low,19910411,5,4,15624,2,2,2,67,3,12,3,1,12,2,3,7,1,2,5,3/30/2016 0:00,
R&D,Associates Degree,Sierra Roberts,Female,0,1,Married,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,Medium,19691227,9,1,22474,3,2,3,67,3,11,3,3,9,6,2,4,3,2,3,3/30/2019 0:00,
R&D,Associates Degree,Sissy Narup,Female,0,1,Divorced,Manufacturing Director,Not fitting in and feeling a sense of belonging,Non-Travel,Low,19810821,21,3,16439,3,2,3,36,2,16,3,2,11,5,3,5,3,0,2,3/30/2018 0:00,
R&D,Associates Degree,Sofia Lynnett,Male,0,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,Low,20010102,1,4,16901,3,1,3,47,1,22,4,4,1,2,3,1,0,0,1,3/29/2022 0:00,
R&D,Associates Degree,Sorcha Vaughan,Female,0,1,Divorced,Research Scientist,Poor workplace culture,Travel_Frequently,Low,19810505,29,1,12932,3,2,3,92,2,11,3,2,19,3,3,5,4,0,2,3/30/2018 0:00,
R&D,Associates Degree,Stephanie Jensen,Male,1,1,Married,Healthcare Representative,Poor workplace culture,Travel_Rarely,None,19780811,20,3,7501,3,4,4,79,0,14,3,2,21,2,3,20,7,4,10,4/3/2003 0:00,
R&D,Associates Degree,Stephanie Malone,Female,0,1,Single,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,None,19890608,8,2,7360,3,2,3,96,3,11,3,4,10,2,3,5,1,4,3,3/30/2018 0:00,
R&D,Associates Degree,Sterling Boyer,Male,1,1,Divorced,Research Scientist,Poor work-life balance,Travel_Rarely,Medium,19710218,6,4,22087,3,2,1,78,3,12,3,2,18,3,3,10,9,6,9,3/31/2013 0:00,
R&D,Associates Degree,Steve Kaliszewski,Male,0,1,Single,Manufacturing Director,Poor workplace culture,Travel_Rarely,None,19840916,18,1,13352,3,2,3,32,0,11,3,1,9,6,3,8,7,1,7,3/31/2015 0:00,
R&D,Associates Degree,Steven Pierce,Male,0,1,Divorced,Manufacturing Director,Poor workplace culture,Non-Travel,Low,19880429,2,2,24442,3,2,4,90,2,14,3,3,15,6,3,7,7,1,7,3/30/2016 0:00,
R&D,Associates Degree,Steven Price,Male,0,1,Married,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,None,19930903,1,4,4077,3,1,2,76,1,13,3,3,12,6,2,12,8,1,7,4/1/2011 0:00,
R&D,Associates Degree,Steven Rodriguez,Male,1,1,Divorced,Research Director,Poor job satisfaction and pay,Travel_Rarely,Low,19850227,15,3,15682,2,3,4,92,0,14,3,2,12,3,3,11,10,2,9,3/31/2012 0:00,
R&D,Associates Degree,Suellen Kohen,Female,1,1,Single,Manufacturing Director,Not enough career opportunities ,Non-Travel,None,19930110,9,3,12858,3,2,3,72,7,18,3,3,10,3,3,8,4,1,7,3/31/2015 0:00,
R&D,Associates Degree,Sydney Warner,Male,1,0,Divorced,Research Scientist,Lack of employee motivation,Travel_Frequently,High,19791208,1,3,11092,3,1,2,99,1,12,3,3,6,2,2,5,3,2,3,1/22/2012 0:00,1/20/2017 0:00
R&D,Associates Degree,Tammy Scott,Female,1,1,Married,Research Scientist,Not enough career opportunities ,Travel_Frequently,Low,19830106,26,3,21203,2,2,4,92,3,13,3,4,16,3,1,1,1,0,0,3/29/2022 0:00,
R&D,Associates Degree,Tatum Jaskowicz,Female,1,1,Single,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,None,19940721,15,4,12682,2,2,3,49,0,12,3,4,10,3,3,9,5,0,8,3/31/2014 0:00,
R&D,Associates Degree,Taylor Griffin,Male,0,1,Married,Laboratory Technician,Poor work-life balance,Travel_Frequently,Low,19880107,23,3,12290,4,2,4,41,4,17,3,3,17,3,3,5,2,0,3,3/30/2018 0:00,
R&D,Associates Degree,Taylor Henry,Male,0,1,Divorced,Healthcare Representative,Poor work-life balance,Non-Travel,Low,19860301,2,3,15850,2,2,4,100,5,14,3,4,17,2,4,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Taylor Williams,Male,0,0,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Low,19670316,7,4,3666,3,1,3,72,8,11,3,4,14,4,1,10,9,9,8,,
R&D,Associates Degree,Teador Smedmore,Female,1,0,Single,Research Scientist,Not enough career opportunities ,Travel_Rarely,None,19950307,1,1,3872,1,1,2,67,7,13,3,4,10,4,3,7,7,3,7,8/11/2010 0:00,8/9/2017 0:00
R&D,Associates Degree,Teddy Ocklin,Female,1,1,Married,Manager,Not enough career opportunities ,Travel_Rarely,Low,19760128,2,3,12982,3,4,4,33,1,11,3,3,26,3,2,26,14,3,0,,
R&D,Associates Degree,Teena Urvoy,Male,0,1,Divorced,Manufacturing Director,Poor workplace culture,Travel_Rarely,Medium,19861017,5,4,23177,3,2,4,61,7,16,3,3,8,2,2,6,2,0,4,3/30/2017 0:00,
R&D,Associates Degree,Thomas Walsh,Male,0,1,Single,Healthcare Representative,Lack of employee motivation,Travel_Rarely,None,19990204,1,2,14120,2,2,3,45,1,12,3,2,4,2,2,4,3,1,2,3/30/2019 0:00,
R&D,Associates Degree,Thomasa Oxbe,Male,1,1,Divorced,Manufacturing Director,Not enough career opportunities ,Travel_Rarely,Low,19870308,9,2,13934,2,2,2,48,2,11,3,3,13,2,3,3,2,0,2,3/29/2020 0:00,
R&D,Associates Degree,Timi Rodolfi,Male,0,1,Married,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,Medium,19971010,1,1,11141,2,1,1,59,1,16,3,1,6,2,3,5,3,1,3,3/30/2018 0:00,
R&D,Associates Degree,Timothee Grason,Female,1,1,Single,Research Scientist,Not fitting in and feeling a sense of belonging,Travel_Frequently,None,19920124,2,4,2338,3,2,3,38,4,14,3,4,10,2,3,8,7,0,7,3/31/2015 0:00,
R&D,Associates Degree,Tina Roy,Male,0,1,Divorced,Manufacturing Director,Not enough career opportunities ,Travel_Rarely,Low,19770422,2,4,19989,3,3,4,82,3,14,3,3,12,4,2,9,8,4,7,3/31/2014 0:00,
R&D,Associates Degree,Tony West,Female,0,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,Low,19911106,5,4,15624,2,2,2,67,3,12,3,1,12,2,3,7,1,2,5,3/30/2016 0:00,
R&D,Associates Degree,Tonya Smith,Male,0,1,Married,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,Low,19661217,1,2,2721,4,2,3,93,0,24,4,1,13,2,2,12,9,2,8,4/1/2011 0:00,
R&D,Associates Degree,Valerie Young,Male,0,1,Single,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,None,20020510,15,3,19281,3,1,4,96,1,14,3,4,0,6,3,0,0,0,0,3/29/2023 0:00,
R&D,Associates Degree,Valida Rodrigues,Male,0,1,Married,Research Scientist,Not enough career opportunities ,Travel_Rarely,Medium,19780224,10,1,9655,3,1,4,69,3,21,4,4,8,3,2,2,2,0,2,3/29/2021 0:00,
R&D,Associates Degree,Vassily Pierro,Male,0,1,Single,Laboratory Technician,Poor work-life balance,Travel_Frequently,None,19910919,2,4,11864,3,1,4,79,0,13,3,3,8,2,2,7,7,3,6,3/30/2016 0:00,
R&D,Associates Degree,Veronica Smith,Male,1,1,Divorced,Healthcare Representative,Not enough career opportunities ,Non-Travel,None,19840122,8,4,8841,3,2,4,72,3,18,3,3,8,2,3,2,2,2,2,3/29/2021 0:00,
R&D,Associates Degree,Vicki Rangel,Female,1,1,Married,Manufacturing Director,Poor workplace culture,Travel_Frequently,Low,19711212,28,4,9731,4,4,3,59,2,11,3,2,24,3,2,5,3,0,2,3/30/2018 0:00,
R&D,Associates Degree,Vickie Houldin,Male,1,0,Single,Laboratory Technician,Lack of employee motivation,Travel_Rarely,None,19750419,1,1,19294,2,3,3,98,9,13,3,4,23,2,3,1,0,0,0,1/21/2014 0:00,1/21/2015 0:00
R&D,Associates Degree,Victor Johnson,Male,0,1,Divorced,Manager,Poor work-life balance,Travel_Rarely,Medium,19790815,4,3,17477,4,5,1,92,1,14,3,4,26,4,2,25,9,14,13,,
R&D,Associates Degree,Vidovik Denyukin,Male,0,1,Divorced,Research Scientist,Not enough career opportunities ,Travel_Rarely,Medium,19820512,19,3,19877,3,2,1,36,2,16,3,1,17,2,2,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Warren Williams,Male,0,1,Single,Research Scientist,Poor workplace culture,Travel_Rarely,None,20021205,3,4,10531,2,1,3,100,1,17,3,1,3,4,4,3,2,1,0,3/29/2020 0:00,
R&D,Associates Degree,Wesley Dixon,Male,1,1,Married,Laboratory Technician,Poor workplace culture,Travel_Frequently,Low,19851002,2,4,12106,3,1,4,42,1,23,4,3,1,3,3,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Wilburt Raysdale,Male,1,1,Single,Research Scientist,Lack of employee motivation,Travel_Rarely,None,19971004,4,3,9973,3,1,4,53,1,20,4,2,8,2,2,8,5,2,2,3/31/2015 0:00,
R&D,Associates Degree,Wilden Ollerton,Male,0,0,Married,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,19910724,7,4,22845,3,2,3,79,1,18,3,1,10,3,3,10,4,1,1,1/25/2006 0:00,1/23/2016 0:00
R&D,Associates Degree,William Reed,Female,0,1,Divorced,Healthcare Representative,Poor workplace culture,Travel_Rarely,Medium,19861115,25,3,17171,2,2,4,52,7,13,3,3,9,2,3,6,2,1,3,3/30/2017 0:00,
R&D,Associates Degree,Woodie Ellicott,Male,1,1,Married,Research Scientist,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19890526,1,2,22794,2,1,4,83,1,13,3,4,6,3,3,6,5,1,3,3/30/2017 0:00,
R&D,Associates Degree,Xavier Galloway,Male,0,1,Divorced,Healthcare Representative,Poor work-life balance,Travel_Frequently,High,19901001,7,4,18079,3,2,3,36,1,20,4,3,9,2,3,9,7,2,8,3/31/2014 0:00,
R&D,Associates Degree,Yasmeen Hardison,Male,0,1,Single,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,None,19930513,9,4,16117,2,1,3,83,1,13,3,1,10,5,3,10,0,1,8,3/31/2013 0:00,
R&D,Associates Degree,Yvette Klesse,Female,0,1,Divorced,Manufacturing Director,Not enough career opportunities ,Non-Travel,Low,19990224,11,1,8232,4,2,3,96,0,18,3,4,5,5,2,4,2,1,3,3/30/2019 0:00,
R&D,Associates Degree,Zaccaria Simione,Female,0,1,Married,Manager,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19680303,2,4,6992,1,5,3,58,4,14,3,4,23,5,3,19,9,9,11,4/2/2004 0:00,
R&D,Associates Degree,Zebadiah Pratten,Female,0,1,Divorced,Manufacturing Director,Not enough career opportunities ,Travel_Rarely,Medium,19700716,13,4,26250,4,2,1,57,1,11,3,3,5,3,3,4,2,1,3,3/30/2019 0:00,
R&D,Bachelor's Degree,Aaron Moore,Female,0,1,Single,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,None,19960414,7,4,23398,2,2,1,55,8,19,3,1,9,2,1,7,6,0,7,3/30/2016 0:00,
R&D,Bachelor's Degree,Aaron Rose,Male,0,1,Divorced,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,Low,19901227,5,4,21214,2,3,4,34,4,15,3,3,9,2,3,3,2,1,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Abigail Duran,Female,0,1,Single,Research Scientist,Poor work-life balance,Travel_Rarely,None,19960915,8,3,6152,3,1,4,67,1,11,3,3,6,5,2,6,2,1,4,3/30/2017 0:00,
R&D,Bachelor's Degree,Abrahan Aishford,Male,0,1,Divorced,Healthcare Representative,Not fitting in and feeling a sense of belonging,Travel_Rarely,High,19840202,1,3,10942,4,3,4,48,0,17,3,1,19,5,2,18,10,3,7,4/2/2005 0:00,
R&D,Bachelor's Degree,Adam Acosta,Male,0,1,Married,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19860128,3,3,9606,3,3,3,36,1,15,3,3,10,2,3,10,7,7,8,3/31/2013 0:00,
R&D,Bachelor's Degree,Adam Hughes,Male,0,1,Single,Manager,Lack of employee motivation,Travel_Rarely,None,19911119,10,3,21072,3,3,4,64,2,25,4,2,10,5,4,5,2,0,0,3/30/2018 0:00,
R&D,Bachelor's Degree,Adda Batie,Male,0,1,Married,Research Director,Poor work-life balance,Travel_Rarely,Low,19801213,3,3,18625,1,5,4,96,3,14,3,2,25,2,3,8,7,0,7,3/31/2015 0:00,
R&D,Bachelor's Degree,Adelbert Czajkowski,Female,1,1,Divorced,Research Scientist,Not enough career opportunities ,Travel_Rarely,Low,19671107,8,3,13939,3,1,1,67,4,18,3,3,19,3,3,2,2,2,2,3/29/2021 0:00,
R&D,Bachelor's Degree,Adele MacIntosh,Female,0,1,Divorced,Research Scientist,Lack of employee motivation,Travel_Rarely,Low,19940127,5,4,10415,3,1,1,84,5,14,3,4,8,3,3,3,2,2,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Adria Trinke,Female,0,1,Divorced,Manager,Not enough career opportunities ,Travel_Rarely,Low,19701004,5,3,10735,3,5,3,58,4,11,3,4,26,3,2,14,13,4,8,4/1/2009 0:00,
R&D,Bachelor's Degree,Adriana Johns,Male,1,1,Divorced,Healthcare Representative,Lack of employee motivation,Travel_Rarely,Low,19780514,20,2,19863,1,3,1,95,2,18,3,2,24,2,3,7,7,0,7,3/30/2016 0:00,
R&D,Bachelor's Degree,Aggi Cogle,Female,0,1,Married,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,Low,19741014,1,3,10554,3,1,1,36,2,16,3,2,7,2,3,4,2,0,2,3/30/2019 0:00,
R&D,Bachelor's Degree,Aggi Toon,Female,1,0,Single,Research Scientist,Poor workplace culture,Non-Travel,None,20041230,10,1,6148,2,1,2,96,1,25,4,2,1,2,4,1,1,0,0,1/9/2014 0:00,1/9/2015 0:00
R&D,Bachelor's Degree,Ailbert Joder,Female,0,1,Divorced,Research Scientist,Poor job satisfaction and pay,Travel_Frequently,Low,19831101,26,2,8504,3,2,2,54,1,11,3,1,20,2,3,20,7,2,13,4/3/2003 0:00,
R&D,Bachelor's Degree,Aimil Gaukrodge,Female,0,1,Divorced,Manager,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19881218,22,2,19100,4,3,2,71,7,18,3,2,10,6,2,7,7,6,2,3/30/2016 0:00,
R&D,Bachelor's Degree,Albertine Mellenby,Male,0,1,Divorced,Laboratory Technician,Not enough career opportunities ,Non-Travel,Medium,19930715,9,3,11012,3,2,1,66,1,11,3,3,12,4,3,12,9,6,10,4/1/2011 0:00,
R&D,Bachelor's Degree,Alec Simpson,Male,0,1,Divorced,Research Director,Lack of employee motivation,Travel_Frequently,Medium,19890324,15,2,11929,3,4,1,71,7,14,3,4,16,3,2,14,8,6,9,4/1/2009 0:00,
R&D,Bachelor's Degree,Alexander Allen,Male,0,1,Single,Research Scientist,Poor work-life balance,Travel_Rarely,None,19781104,29,3,9752,3,1,4,83,5,13,3,2,9,2,2,6,5,0,3,3/30/2017 0:00,
R&D,Bachelor's Degree,Alexander Brown,Female,0,1,Married,Manager,Poor job satisfaction and pay,Travel_Rarely,None,19800705,6,1,22539,2,5,3,81,7,13,3,4,21,2,3,16,12,6,14,4/2/2007 0:00,
R&D,Bachelor's Degree,Alexander Craig,Female,0,1,Married,Healthcare Representative,Poor workplace culture,Travel_Rarely,Low,19851202,10,3,22174,3,2,3,76,3,19,3,3,18,4,3,1,0,0,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Alexander Everett,Female,0,1,Married,Manager,Lack of employee motivation,Travel_Rarely,None,19631230,7,1,3854,3,5,1,41,5,11,3,4,33,5,1,29,8,11,10,,
R&D,Bachelor's Degree,Alexander Henry,Male,0,1,Single,Laboratory Technician,Lack of employee motivation,Travel_Rarely,None,19970518,1,3,20006,3,1,1,95,0,13,3,4,8,6,2,7,7,7,6,3/30/2016 0:00,
R&D,Bachelor's Degree,Alexander Reid,Female,0,1,Divorced,Research Scientist,Poor workplace culture,Travel_Rarely,Low,19890825,3,4,19332,3,2,2,66,1,12,3,3,11,2,3,11,8,7,9,3/31/2012 0:00,
R&D,Bachelor's Degree,Alexander Santos,Female,0,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,None,19970609,3,1,11133,3,1,4,89,1,21,4,1,1,5,3,1,0,0,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Alexandria Wright,Male,0,1,Divorced,Healthcare Representative,Lack of employee motivation,Travel_Rarely,Low,19890715,9,4,5494,3,3,4,86,0,11,3,4,10,0,2,9,7,1,6,3/31/2014 0:00,
R&D,Bachelor's Degree,Alfred Diaz,Male,0,1,Married,Research Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,High,19680313,2,3,19805,2,5,1,60,8,12,3,2,34,2,3,1,0,0,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Alison Frost,Female,0,1,Single,Laboratory Technician,Lack of employee motivation,Travel_Frequently,None,19851118,2,4,23826,2,1,2,42,1,22,4,2,4,3,3,4,3,3,3,3/30/2019 0:00,
R&D,Bachelor's Degree,Alison Oliver,Male,0,1,Single,Manufacturing Director,Poor work-life balance,Non-Travel,None,19921111,5,2,3787,3,2,1,74,0,19,3,2,10,2,3,9,4,1,7,3/31/2014 0:00,
R&D,Bachelor's Degree,Allen Miller,Female,0,1,Married,Laboratory Technician,Poor work-life balance,Travel_Frequently,Low,19911201,13,3,7331,2,1,2,77,1,20,4,3,2,2,3,2,2,2,2,3/29/2021 0:00,
R&D,Bachelor's Degree,Allison Jordan,Male,0,1,Married,Research Scientist,Poor work-life balance,Travel_Frequently,None,19920115,1,4,5771,1,2,1,48,1,21,4,2,10,6,3,10,8,8,7,3/31/2013 0:00,
R&D,Bachelor's Degree,Alta Blanpein,Female,0,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,Low,19871002,2,4,11868,3,1,3,96,4,13,3,2,6,3,3,2,2,2,2,3/29/2021 0:00,
R&D,Bachelor's Degree,Alyssa Tapia,Female,1,1,Single,Manufacturing Director,Lack of employee motivation,Travel_Rarely,None,19831005,16,3,19948,3,3,4,84,6,15,3,4,18,2,2,4,2,3,3,3/30/2019 0:00,
R&D,Bachelor's Degree,Amanda Barton,Male,0,1,Single,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,None,19821125,5,2,15530,4,2,2,85,3,12,3,1,11,3,1,3,2,1,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Amanda Hart,Female,0,0,Married,Research Director,Poor work-life balance,Travel_Rarely,None,19820624,12,2,16280,3,5,3,49,1,12,3,4,23,0,3,22,15,15,8,,4/29/2021 0:00
R&D,Bachelor's Degree,Amanda Roberts,Female,0,1,Married,Research Scientist,Lack of employee motivation,Travel_Rarely,None,19960505,8,2,22490,4,1,3,86,7,17,3,1,5,0,3,3,2,0,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Amber Maddox,Male,0,1,Married,Research Scientist,Not fitting in and feeling a sense of belonging,Non-Travel,High,19970129,3,4,16571,3,1,4,50,1,11,3,3,0,6,2,0,0,0,0,3/29/2023 0:00,
